,TRPMILES,TRVLCMIN,STRTTIME,ENDTIME,WHYFROM,WHYTRP1S,DAY,VMT_MILE
213,0.439,4,1703,1707,3,10,63,0.439
214,1.3,8,1844,1852,4,70,63,1.3
215,3.095,13,1912,1925,6,1,63,3.095
216,8.922,45,930,1015,1,40,64,8.922
217,7.904,30,1030,1100,12,40,64,7.904
218,1.23,10,1110,1120,12,40,64,1.23
219,1.552,10,1140,1150,11,1,64,1.552
220,1.786,15,1200,1215,1,40,66,1.786
221,1.078,8,1220,1228,14,40,66,1.078
222,2.219,14,1315,1329,11,1,66,2.219
223,9.833,20,555,615,1,10,68,9.833
224,9.691,22,1505,1527,3,1,68,9.691
225,9.202,30,730,800,1,10,69,9.202
226,9.287,30,1800,1830,3,1,69,9.287
227,2.773,15,1325,1340,1,10,70,2.773
228,5.406,15,1630,1645,3,40,70,5.406
229,6.718,20,1700,1720,14,1,70,6.718
230,5.679,15,730,745,1,30,71,5.679
231,5.777,20,830,850,18,1,71,5.777
232,8.863,30,900,930,1,30,71,8.863
233,13.359,30,1100,1130,18,30,71,13.359
234,14.187,30,1200,1230,18,80,71,14.187
235,7.636,15,1430,1445,13,10,71,7.636
236,17.985,30,1500,1530,4,1,71,17.985
237,5.408,15,640,655,1,10,72,5.408
238,6.386,20,1510,1530,3,10,72,6.386
239,2.575,13,2034,2047,3,1,72,2.575
240,4.924,15,1100,1115,2,50,75,4.924
241,1.94,7,1234,1241,16,40,75,1.94
242,3.81,14,1309,1323,11,1,75,3.81
243,1.831,5,1403,1408,2,10,75,1.831
244,1.82,6,1915,1921,3,50,75,1.82
245,2.459,5,750,755,16,10,76,2.459
246,2.45,5,1800,1805,3,50,76,2.45
247,0.551,3,1620,1623,14,50,77,0.551
248,0.551,3,1630,1633,17,1,77,0.551
249,0.618,5,1710,1715,2,80,78,0.618
250,0.618,5,1730,1735,13,1,78,0.618
251,3.92,10,640,650,1,50,79,3.92
252,3.908,10,1115,1125,16,1,79,3.908
253,2.431,20,630,650,1,10,80,2.431
254,2.267,20,1655,1715,3,1,80,2.267
255,10.432,15,1030,1045,1,10,82,10.432
256,10.644,25,1500,1525,3,1,82,10.644
257,20.74,30,1030,1100,1,30,83,20.74
258,20.026,40,1200,1240,18,1,83,20.026
259,2.236,13,1620,1633,1,40,83,2.236
260,2.678,13,1650,1703,11,1,83,2.678
261,16.571,39,1926,2005,1,50,83,16.571
262,16.455,33,2245,2318,15,1,83,16.455
263,25.075,40,900,940,1,10,84,25.075
264,24.947,50,1940,2030,3,1,84,24.947
265,1.402,15,1030,1045,1,20,85,1.402
266,1.394,30,1230,1300,19,1,85,1.394
267,2.103,15,1400,1415,1,80,85,2.103
268,2.103,15,1500,1515,13,1,85,2.103
269,1.651,5,1130,1135,1,40,86,1.651
270,7.771,33,1139,1212,14,1,86,7.771
271,11.516,32,1304,1336,1,80,86,11.516
272,3.065,14,1343,1357,13,10,86,3.065
273,8.992,25,1639,1704,3,1,86,8.992
274,7.769,10,1000,1010,1,40,87,7.769
275,133.858,155,1025,1300,11,50,87,133.858
276,37.46,195,1420,1735,15,1,88,37.46
277,21.397,30,600,630,1,1,89,21.397
278,9.958,15,900,915,1,10,91,9.958
279,9.746,30,1700,1730,3,1,91,9.746
280,13.442,20,1100,1120,2,50,94,13.442
281,13.325,20,1230,1250,16,10,94,13.325
282,26.936,36,730,806,3,80,96,26.936
283,5.123,10,827,837,13,1,96,5.123
284,11.843,21,904,925,1,20,96,11.843
285,10.733,19,1036,1055,19,1,96,10.733
286,2.485,7,1348,1355,1,50,96,2.485
287,1.41,6,1613,1619,17,40,96,1.41
288,1.975,5,1632,1637,11,1,96,1.975
289,4.651,7,722,729,1,10,97,4.651
290,8.928,12,1143,1155,3,40,97,8.928
291,59.607,72,1159,1311,11,10,97,59.607
292,0.486,4,1650,1654,3,80,97,0.486
293,10.558,10,1708,1718,13,10,97,10.558
294,66.013,66,1814,1920,4,10,97,66.013
295,0.853,5,1945,1950,3,70,97,0.853
296,7.551,10,1952,2002,6,80,97,7.551
297,13.658,24,2154,2218,13,1,97,13.658
298,0.948,5,823,828,1,10,98,0.948
299,0.874,8,1158,1206,3,80,98,0.874
300,0.874,7,1214,1221,13,10,98,0.874
301,2.981,12,1720,1732,3,40,98,2.981
302,3.447,8,1808,1816,11,1,98,3.447
303,2.719,11,829,840,7,40,100,2.719
304,28.346,26,845,911,11,80,100,-1.0
305,80.793,97,928,1105,13,70,100,-1.0
306,38.811,68,1305,1413,6,80,100,-1.0
307,5.4,20,1510,1530,13,40,100,-1.0
308,64.751,70,1540,1650,11,1,100,64.751
309,4.181,12,1703,1715,1,97,100,4.181
