,TRPMILES,TRVLCMIN,STRTTIME,ENDTIME,WHYFROM,WHYTRP1S,DAY,VMT_MILE
347,14.957,20,1630,1650,18,1,112,14.957
348,4.777,15,1730,1745,1,80,112,-1.0
349,4.312,10,1900,1910,13,1,112,-1.0
350,4.936,11,745,756,1,70,113,4.936
351,0.021,1,800,801,6,70,113,0.021
352,6.166,10,810,820,6,1,113,6.166
353,4.936,8,1050,1058,1,70,113,4.936
354,6.166,15,1105,1120,6,1,113,6.166
355,26.159,30,830,900,1,70,115,26.159
356,3.248,9,901,910,6,70,115,3.248
357,1.628,2,915,917,6,40,115,1.628
358,17.178,28,922,950,11,10,115,17.178
359,18.041,25,1647,1712,3,70,115,18.041
360,3.248,7,1720,1727,6,70,115,3.248
361,24.925,36,1740,1816,6,1,115,24.925
362,27.643,45,715,800,1,10,116,27.643
363,29.011,45,1915,2000,13,1,116,29.011
364,10.942,45,900,945,1,1,118,10.942
365,10.977,75,1000,1115,15,1,118,-1.0
366,49.416,60,1000,1100,1,30,121,49.416
367,49.649,60,1500,1600,18,1,121,49.649
368,31.051,55,615,710,1,40,122,31.051
369,0.998,7,728,735,11,10,122,0.998
370,24.265,44,1611,1655,3,70,122,24.265
371,9.842,35,1705,1740,6,1,122,9.842
372,6.059,13,713,726,1,80,123,6.059
373,2.539,9,727,736,13,80,123,2.539
374,0.95,5,740,745,13,20,123,0.95
375,0.827,8,1212,1220,8,40,123,0.827
376,1.088,7,1223,1230,12,20,123,1.088
377,0.964,5,1630,1635,8,40,123,0.964
378,7.827,18,1637,1655,11,1,123,7.827
379,30.693,30,930,1000,1,10,124,30.693
380,35.544,30,1800,1830,3,40,124,35.544
381,4.739,15,1900,1915,11,1,124,4.739
382,4.562,10,1930,1940,1,80,124,4.562
383,4.437,10,2015,2025,13,1,124,4.437
384,9.202,15,815,830,1,20,125,9.202
385,9.398,24,1413,1437,8,70,125,9.398
386,5.162,14,1814,1828,1,50,125,5.162
387,4.931,17,1930,1947,16,1,125,-1.0
388,12.68,15,1000,1015,1,70,127,12.68
389,3.863,15,1100,1115,6,10,127,3.863
390,3.851,15,1345,1400,3,70,127,3.851
391,12.661,30,1430,1500,6,1,127,12.661
392,3.193,5,1400,1405,2,40,128,3.193
393,3.193,5,1425,1430,11,1,128,3.193
394,9.946,15,1245,1300,1,50,129,-1.0
395,9.739,15,2000,2015,17,1,129,-1.0
396,7.266,15,815,830,1,70,130,7.266
397,4.44,9,831,840,6,80,130,4.44
398,2.265,5,945,950,13,1,130,2.265
399,4.22,10,1040,1050,1,40,130,4.22
400,3.043,10,1130,1140,12,40,130,3.043
401,8.882,20,1520,1540,12,1,130,8.882
402,46.295,60,630,730,1,10,135,46.295
403,46.129,60,1715,1815,3,1,135,46.129
404,9.62,20,810,830,1,10,136,9.62
405,8.511,13,1615,1628,3,40,136,8.511
406,1.499,8,1703,1711,11,1,136,1.499
407,15.989,20,715,735,1,10,137,15.989
408,16.053,25,1700,1725,3,1,137,16.053
409,5.316,15,905,920,1,10,139,5.316
410,2.006,15,1015,1030,3,10,139,2.006
411,1.939,10,1145,1155,4,10,139,1.939
412,0.927,7,1200,1207,3,80,139,0.927
413,1.022,5,1310,1315,13,10,139,1.022
414,5.278,20,1745,1805,3,1,139,5.278
415,0.274,5,724,729,1,70,140,-1.0
416,0.274,2,730,732,6,1,140,0.274
417,0.258,3,1157,1200,1,10,140,-1.0
418,0.258,3,1202,1205,6,1,140,0.258
419,0.274,3,1500,1503,1,70,140,0.274
420,0.274,3,1509,1512,6,1,140,0.274
421,0.258,2,1558,1600,1,70,140,0.258
422,0.258,4,1601,1605,6,1,140,0.258
423,12.68,15,1000,1015,1,70,142,12.68
424,3.863,15,1100,1115,6,10,142,3.863
425,3.851,15,1345,1400,3,70,142,3.851
426,12.661,30,1430,1500,6,1,142,12.661
427,2.856,20,800,820,1,10,143,2.856
428,2.86,25,1700,1725,3,1,143,2.86
429,39.351,67,757,904,1,10,144,39.351
430,3.733,16,1700,1716,3,40,144,3.733
431,40.871,79,1722,1841,11,1,144,40.871
432,6.191,15,800,815,1,10,145,6.191
433,6.205,20,1130,1150,3,1,145,6.205
434,12.463,20,1215,1235,1,20,145,12.463
435,11.78,20,2030,2050,8,1,145,11.78
436,0.923,2,1350,1352,1,1,146,0.923
437,0.924,2,1800,1802,1,1,146,0.924
438,5.61,15,1415,1430,1,50,147,5.61
439,5.662,15,1605,1620,16,1,147,5.662
440,37.386,45,640,725,1,10,148,37.386
441,1.765,13,1235,1248,3,40,148,1.765
442,1.765,15,1306,1321,11,10,148,1.765
443,37.37,47,1806,1853,3,1,148,37.37
444,22.826,20,1005,1025,1,40,149,22.826
445,0.621,3,1042,1045,11,40,149,0.621
446,1.138,6,1104,1110,14,40,149,1.138
447,21.13,27,1115,1142,11,1,149,21.13
448,26.035,30,630,700,1,10,150,26.035
449,3.293,8,1452,1500,3,20,151,3.293
450,2.618,7,1600,1607,19,1,151,2.618
451,1.025,3,1650,1653,1,70,151,1.025
452,1.442,5,1705,1710,6,50,151,1.442
453,1.18,5,1945,1950,15,1,151,1.18
454,2.509,10,1700,1710,1,50,152,2.509
455,2.509,10,1810,1820,16,1,152,2.509
456,2.136,10,830,840,1,20,154,-1.0
457,2.136,10,1230,1240,19,1,154,-1.0
458,2.136,5,1430,1435,1,20,154,-1.0
459,0.587,5,1455,1500,19,20,154,-1.0
460,0.587,5,1730,1735,19,40,154,-1.0
461,2.136,10,1745,1755,14,1,154,-1.0
462,1.176,5,2100,2105,1,40,154,1.176
463,0.56,5,2110,2115,12,40,154,0.56
464,1.193,4,2116,2120,14,1,154,1.193
465,8.76,15,1000,1015,1,40,155,8.76
466,0.259,10,1100,1110,11,40,155,0.259
467,8.86,15,1200,1215,11,1,155,8.86
468,1.107,5,1045,1050,1,70,156,1.107
469,5.159,10,1100,1110,6,40,156,5.159
470,5.205,10,1120,1130,11,1,156,5.205
471,10.577,30,730,800,1,70,157,10.577
472,1.28,5,805,810,6,40,157,1.28
473,17.546,18,812,830,11,10,157,17.546
474,2.253,2,1200,1202,3,80,157,2.253
475,2.249,5,1210,1215,13,10,157,2.249
476,26.464,30,1720,1750,3,1,157,26.464
477,10.84,20,600,620,1,50,159,10.84
478,10.84,20,2000,2020,17,1,159,10.84
479,5.603,10,900,910,1,70,160,5.603
480,6.419,5,915,920,6,30,160,6.419
481,6.419,10,1015,1025,18,70,160,6.419
482,5.603,10,1035,1045,6,1,160,5.603
483,20.783,30,1145,1215,1,30,160,20.783
484,0.835,10,1315,1325,18,40,160,0.835
485,0.835,10,1335,1345,11,40,160,0.835
486,0.271,5,1350,1355,14,40,160,0.271
487,0.595,4,1356,1400,11,40,160,0.595
488,20.224,30,1500,1530,11,1,160,20.224
489,3.606,10,1400,1410,1,40,162,3.606
490,3.589,11,1600,1611,12,10,162,3.589
491,3.699,12,2032,2044,3,80,162,3.699
492,2.156,13,2148,2201,13,40,162,2.156
493,4.611,8,2252,2300,11,1,162,4.611
494,9.704,20,840,900,1,50,163,9.704
495,9.704,20,1100,1120,17,1,163,9.704
496,24.44,40,1210,1250,1,50,163,24.44
497,24.116,42,2113,2155,17,1,163,24.116
498,60.348,90,630,800,1,20,164,60.348
499,1.034,1,1200,1201,8,80,164,1.034
500,1.014,2,1205,1207,13,20,164,1.014
501,0.834,10,1305,1315,8,80,164,0.834
502,68.619,130,1320,1530,13,40,164,68.619
503,15.681,20,1550,1610,11,1,164,15.681
504,0.287,2,810,812,1,70,166,0.287
505,4.995,8,816,824,6,10,166,4.995
506,8.017,16,1641,1657,3,40,166,8.017
507,3.787,13,1822,1835,12,1,166,3.787
508,9.129,15,745,800,1,70,167,9.129
509,8.974,11,830,841,6,80,167,8.974
510,0.397,1,846,847,13,40,167,0.397
511,12.678,25,915,940,11,1,167,-1.0
512,9.129,15,1140,1155,1,70,167,-1.0
513,9.141,15,1204,1219,6,1,167,-1.0
514,4.098,15,750,805,1,70,168,4.098
515,3.465,9,806,815,6,70,168,3.465
516,0.804,4,816,820,6,1,168,0.804
