,TRPMILES,TRVLCMIN,STRTTIME,ENDTIME,WHYFROM,WHYTRP1S,DAY,VMT_MILE
531,3.063,15,1230,1245,15,50,231,-1.0
532,76.63,75,1315,1430,17,80,231,-1.0
533,53.127,60,1445,1545,13,1,231,-1.0
534,163.293,110,830,1020,1,30,232,-1.0
535,5.021,10,1100,1110,18,80,232,-1.0
536,162.515,110,1200,1350,13,70,232,-1.0
537,5.63,9,1351,1400,6,1,232,5.63
538,117.955,98,930,1108,1,30,233,117.955
539,4.882,7,1215,1222,18,80,233,4.882
540,14.232,35,1300,1335,13,40,233,14.232
541,1.614,10,1430,1440,11,40,233,1.614
542,3.426,15,1550,1605,11,40,233,3.426
543,2.922,15,1745,1800,11,40,233,2.922
544,116.647,90,1835,2005,11,1,233,116.647
545,28.502,35,735,810,1,10,236,28.502
546,4.819,15,1650,1705,3,80,236,4.819
547,2.072,6,1828,1834,13,80,236,2.072
548,4.243,17,1845,1902,13,70,236,4.243
549,2.424,5,1905,1910,6,50,236,2.424
550,2.428,7,2220,2227,15,70,236,2.428
551,20.901,23,2307,2330,6,1,236,20.901
552,20.106,25,1730,1755,1,50,239,20.106
553,4.62,11,1230,1241,19,40,240,-1.0
554,4.62,13,1247,1300,11,20,240,-1.0
555,0.381,6,928,934,17,50,241,0.381
556,7.144,12,1233,1245,17,10,241,7.144
557,10.572,15,1430,1445,3,10,241,10.572
558,48.655,69,1553,1702,3,50,241,48.655
559,3.04,30,700,730,15,80,242,-1.0
560,0.851,30,830,900,13,40,242,-1.0
561,0.326,5,945,950,11,50,242,-1.0
562,3.063,15,1230,1245,15,50,242,-1.0
563,76.63,75,1315,1430,17,80,242,-1.0
564,53.127,60,1445,1545,13,1,242,-1.0
565,70.606,75,545,700,1,40,248,70.606
566,178.027,190,720,1030,11,10,248,178.027
567,36.725,40,1050,1130,4,40,248,36.725
568,40.243,90,1200,1330,11,10,248,40.243
569,14.082,15,1630,1645,4,1,248,14.082
570,1.993,10,1730,1740,1,80,248,1.993
571,2.014,15,1845,1900,13,1,248,2.014
572,0.301,2,1126,1128,1,40,249,0.301
573,5.776,11,1134,1145,11,40,249,5.776
574,1.086,2,1218,1220,11,80,249,1.086
575,6.301,12,1228,1240,13,50,249,6.301
576,4.947,7,1742,1749,17,1,249,4.947
577,0.266,2,1830,1832,1,40,249,0.266
578,0.526,4,1833,1837,14,20,249,0.526
579,0.535,1,1845,1846,19,20,249,0.535
580,0.171,2,2105,2107,19,1,249,0.171
581,3.593,8,737,745,1,10,251,3.593
582,3.591,7,1230,1237,3,1,251,3.591
583,3.827,7,1340,1347,1,40,251,3.827
