,TRPMILES,TRVLCMIN,STRTTIME,ENDTIME,WHYFROM,WHYTRP1S,DAY,VMT_MILE
422,0.331,2,1640,1642,11,80,112,0.331
423,0.225,3,1712,1715,13,40,112,0.225
424,30.439,40,1720,1800,11,1,112,30.439
425,11.466,45,700,745,1,30,114,11.466
426,10.875,15,755,810,18,1,114,10.875
427,11.466,13,812,825,1,30,114,11.466
428,10.875,15,845,900,18,1,114,10.875
429,1.412,10,930,940,1,40,115,1.412
430,1.589,12,1056,1108,11,1,115,1.589
431,11.37,25,1220,1245,1,70,115,11.37
432,10.951,29,1256,1325,6,80,115,10.951
433,4.272,20,1415,1435,13,1,115,4.272
434,1.786,8,1451,1459,1,30,115,1.786
435,1.64,9,1552,1601,18,1,115,1.64
436,2.694,5,1130,1135,1,97,116,2.694
437,1.442,5,1305,1310,5,80,116,1.442
438,2.966,6,1320,1326,13,1,116,2.966
439,2.162,5,1910,1915,15,40,116,2.162
440,2.121,10,1945,1955,11,1,116,2.121
441,19.605,45,710,755,1,70,117,19.605
442,18.885,23,757,820,6,1,117,18.885
443,4.365,15,1000,1015,1,50,117,4.365
444,3.938,15,1120,1135,16,1,117,3.938
445,19.605,30,1415,1445,1,70,117,19.605
446,21.288,32,1453,1525,6,40,117,21.288
447,5.852,10,1540,1550,11,1,117,5.852
448,19.605,45,710,755,1,20,117,-1.0
449,21.288,32,1453,1525,8,40,117,-1.0
450,5.852,10,1540,1550,11,1,117,-1.0
451,4.583,15,1045,1100,1,40,118,4.583
452,2.686,15,1200,1215,11,50,118,2.686
453,2.074,20,1430,1450,17,1,118,2.074
454,1.889,15,900,915,1,40,123,1.889
455,2.527,10,925,935,11,40,123,2.527
456,2.739,15,1115,1130,11,1,123,2.739
457,1.888,15,900,915,1,40,123,-1.0
458,2.527,10,925,935,11,40,123,-1.0
459,2.739,15,1115,1130,11,1,123,-1.0
460,16.493,30,720,750,1,10,124,16.493
461,1.311,5,1710,1715,3,50,124,1.311
