,TRPMILES,TRVLCMIN,STRTTIME,ENDTIME,WHYFROM,WHYTRP1S,DAY,VMT_MILE
514,0.43,2,649,651,1,10,180,0.43
515,0.343,2,1500,1502,3,40,180,0.343
516,0.972,5,1512,1517,12,40,180,0.972
517,0.059,8,1532,1540,11,50,180,0.059
518,3.62,5,1630,1635,17,50,180,3.62
519,3.18,5,1650,1655,15,1,180,3.18
520,16.302,26,655,721,1,10,181,16.302
521,15.893,25,1635,1700,3,1,181,15.893
522,12.938,30,530,600,1,10,182,12.938
523,12.939,30,2100,2130,3,1,182,12.939
524,12.578,30,955,1025,7,40,183,12.578
525,15.793,35,1140,1215,11,1,183,15.793
526,49.675,30,1400,1430,1,50,183,49.675
527,49.299,38,1852,1930,15,1,183,49.299
528,7.849,15,510,525,1,10,184,7.849
529,8.209,15,1430,1445,3,1,184,8.209
530,3.077,20,730,750,1,10,185,3.077
531,1.568,15,845,900,3,10,185,1.568
532,6.417,30,930,1000,3,10,185,6.417
533,8.75,20,1745,1805,3,80,186,-1.0
534,9.381,19,2125,2144,13,1,186,-1.0
535,12.253,30,600,630,1,1,187,12.253
536,2.184,15,745,800,1,10,187,2.184
537,2.177,15,1300,1315,3,50,187,2.177
538,2.184,15,1345,1400,16,10,187,2.184
539,2.177,15,1630,1645,3,1,187,2.177
540,4.762,10,850,900,1,10,188,4.762
541,5.295,10,1800,1810,3,1,188,5.295
542,3.752,5,650,655,1,10,189,3.752
543,3.758,5,1535,1540,3,1,189,3.758
544,2.392,6,618,624,1,10,190,2.392
545,2.392,6,830,836,3,1,190,2.392
546,2.392,6,948,954,1,10,190,2.392
547,2.392,8,1805,1813,3,1,190,2.392
548,0.418,6,1515,1521,1,40,191,0.418
549,0.418,2,1545,1547,11,1,191,0.418
550,0.254,8,845,853,1,10,192,0.254
551,0.254,10,1815,1825,3,1,192,0.254
552,1.412,6,1600,1606,1,10,194,1.412
553,1.412,6,2300,2306,3,1,194,1.412
554,3.277,15,830,845,1,10,196,3.277
555,3.653,15,1530,1545,3,1,196,3.653
556,2.986,10,650,700,1,10,197,2.986
557,17.608,60,1500,1600,3,40,197,17.608
558,18.744,50,1630,1720,11,1,197,18.744
559,3.779,10,715,725,1,50,198,3.779
560,3.742,10,1105,1115,15,1,198,3.742
561,4.453,12,1822,1834,1,20,198,4.453
562,0.653,3,1838,1841,19,20,198,0.653
563,5.305,12,1849,1901,19,20,198,5.305
564,6.231,29,1907,1936,19,1,198,6.231
565,1.045,3,1000,1003,1,40,199,1.045
566,1.045,5,1030,1035,11,1,199,1.045
567,1.144,3,1545,1548,1,40,199,1.144
568,1.144,3,1609,1612,11,1,199,1.144
569,0.719,5,1845,1850,1,70,200,0.719
570,0.703,5,1855,1900,6,1,200,0.703
571,3.277,15,830,845,1,10,202,3.277
572,3.653,15,1530,1545,3,1,202,3.653
573,17.863,25,705,730,1,10,203,17.863
574,17.811,28,1646,1714,3,30,203,17.811
575,3.635,7,1728,1735,18,20,203,3.635
576,3.029,7,1942,1949,19,1,203,3.029
577,32.472,50,800,850,1,50,204,32.472
578,34.014,50,1230,1320,15,1,204,34.014
579,2.381,8,545,553,1,50,205,2.381
